Observed Value 1,Predicted Value 1,Observed Value 2,Predicted Value 2,Observed Value 3,Predicted Value 3,Observed Value 4,Predicted Value 4
35.28694368,32.006397,2.058499317,2.1626337,35.28694368,31.878798,2.058499317,2.6946712
35.80276164,35.755314,0.289903935,0.21260786,35.80276164,36.5083,0.289903935,0.2620076
87.55418753,91.74681,1.17989059,1.311619,87.55418753,95.570656,1.17989059,1.3203111
4.225486824,4.2420087,1.446325365,1.6045997,4.225486824,1.9828376,1.446325365,1.5321751
16.84841979,23.127504,0.749510758,0.53498936,16.84841979,20.397762,0.749510758,0.53447264
4.936303419,0.8015965,1.370103771,1.3801949,4.936303419,0.0,1.370103771,1.4125454
4.67315366,6.871934,0.749510758,0.6102435,4.67315366,5.763862,0.749510758,0.73265976
41.07404232,40.320488,2.304684113,2.1243005,41.07404232,42.31716,2.304684113,2.5417855
53.27735781,48.016647,1.531802956,1.6043916,53.27735781,44.852177,1.531802956,1.682858
40.32898976,55.327625,0.858676701,0.7188334,40.32898976,49.563618,0.858676701,0.9202141
16.33859929,29.152662,0.559297578,0.55775714,16.33859929,20.179283,0.559297578,0.60957474
14.0670777,9.262516,0.5302345,0.5156297,14.0670777,9.770833,0.5302345,0.47557807
26.32369704,20.242939,-0.023690626,-0.0881848,26.32369704,20.111301,-0.023690626,-0.2159164
28.5480245,35.08842,0.820945045,0.74830717,28.5480245,21.52933,0.820945045,0.7787542
41.08459601,38.08296,1.17989059,1.103329,41.08459601,37.8966,1.17989059,1.5312431
15.69796379,18.64932,1.531802956,1.4184306,15.69796379,12.179563,1.531802956,1.2340789
21.50066765,24.458244,1.301167112,1.1982422,21.50066765,21.43911,1.301167112,1.0761871
63.53284655,58.41296,0.315171704,0.21942747,63.53284655,61.056164,0.315171704,0.30278593
3.135484875,4.6844926,3.134624572,2.4907138,3.135484875,5.2778525,3.134624572,2.9547622
47.81434881,38.1029,1.238109014,1.4663572,47.81434881,43.72265,1.238109014,1.2501552
64.24887053,62.111828,1.17989059,1.1237311,64.24887053,70.47187,1.17989059,1.0968359
83.95560608,78.342255,0.682601444,0.5978127,83.95560608,77.5436,0.682601444,0.7117235
52.43589363,52.050236,1.370103771,1.3230007,52.43589363,53.917805,1.370103771,1.3113878
2.145304957,3.5632226,1.125722444,1.1799076,2.145304957,0.6843164,1.125722444,1.1205132
38.41251828,35.30869,0.501758501,0.3259467,38.41251828,41.592026,0.501758501,0.29920012
54.63240731,52.653713,1.301167112,1.2292883,54.63240731,58.82707,1.301167112,1.1005499
11.38334579,17.164625,2.058499317,2.0336223,11.38334579,14.234055,2.058499317,1.7764554
0.0,0.0,-0.142812956,-0.03224665,0.0,0.0,-0.142812956,0.045994192
1.40959558,3.8302813,1.370103771,1.4153767,1.40959558,0.0,1.370103771,1.2729943
2.547971795,3.605843,1.531802956,1.493655,2.547971795,0.0,1.531802956,1.3668914
79.30639259,72.43889,0.820945045,0.7416077,79.30639259,81.66511,0.820945045,1.1373465
69.0890435,63.388523,0.366586769,0.24790579,69.0890435,70.404724,0.366586769,0.3066374
0.695297498,1.7174749,0.650583556,0.95043,0.695297498,0.58364385,0.650583556,1.3890314
0.359225753,0.0,-0.083041947,-0.034576893,0.359225753,0.0,-0.083041947,-0.15821812
83.68183531,76.96469,0.820945045,0.72049564,83.68183531,82.93444,0.820945045,0.6784875
6.010382761,15.253122,0.315171704,0.31871635,6.010382761,12.5049925,0.315171704,0.28364736
1.720185042,5.436377,-0.142812956,-0.061082244,1.720185042,1.570111,-0.142812956,0.050360113
44.26066466,51.268597,0.142812956,0.03379509,44.26066466,50.668255,0.142812956,0.15064979
59.93143231,58.99007,0.501758501,0.397965,59.93143231,61.38649,0.501758501,0.40511942
