Observed Value 1,Predicted Value 1,Observed Value 2,Predicted Value 2,Observed Value 3,Predicted Value 3,Observed Value 4,Predicted Value 4
35.28694368,32.006397,2.058499317,2.1626337,35.28694368,32.598663,2.058499317,1.9993474
35.80276164,35.755314,0.289903935,0.21260786,35.80276164,45.435364,0.289903935,0.36079305
87.55418753,91.74681,1.17989059,1.311619,87.55418753,91.364136,1.17989059,1.2884305
4.225486824,4.2420087,1.446325365,1.6045997,4.225486824,3.0023773,1.446325365,1.4447701
16.84841979,23.127504,0.749510758,0.53498936,16.84841979,18.363155,0.749510758,0.63729995
4.936303419,0.8015965,1.370103771,1.3801949,4.936303419,0.6832632,1.370103771,1.3827353
4.67315366,6.871934,0.749510758,0.6102435,4.67315366,5.6563044,0.749510758,0.6744929
41.07404232,40.320488,2.304684113,2.1243005,41.07404232,34.76545,2.304684113,2.004049
53.27735781,48.016647,1.531802956,1.6043916,53.27735781,53.03901,1.531802956,1.4748576
40.32898976,55.327625,0.858676701,0.7188334,40.32898976,46.615646,0.858676701,0.7948112
16.33859929,29.152662,0.559297578,0.55775714,16.33859929,17.33324,0.559297578,0.58423656
14.0670777,9.262516,0.5302345,0.5156297,14.0670777,12.303782,0.5302345,0.57763755
26.32369704,20.242939,-0.023690626,-0.0881848,26.32369704,27.374683,-0.023690626,0.05687827
28.5480245,35.08842,0.820945045,0.74830717,28.5480245,27.898727,0.820945045,0.89084977
41.08459601,38.08296,1.17989059,1.103329,41.08459601,36.818825,1.17989059,1.1188185
15.69796379,18.64932,1.531802956,1.4184306,15.69796379,16.620432,1.531802956,1.2465522
21.50066765,24.458244,1.301167112,1.1982422,21.50066765,24.187588,1.301167112,1.1299589
63.53284655,58.41296,0.315171704,0.21942747,63.53284655,65.92557,0.315171704,0.3749348
3.135484875,4.6844926,3.134624572,2.4907138,3.135484875,5.103304,3.134624572,2.3896234
47.81434881,38.1029,1.238109014,1.4663572,47.81434881,45.86164,1.238109014,1.4807978
64.24887053,62.111828,1.17989059,1.1237311,64.24887053,63.66864,1.17989059,1.1038024
83.95560608,78.342255,0.682601444,0.5978127,83.95560608,79.875854,0.682601444,0.7276849
52.43589363,52.050236,1.370103771,1.3230007,52.43589363,58.26848,1.370103771,1.3381083
2.145304957,3.5632226,1.125722444,1.1799076,2.145304957,4.616917,1.125722444,1.1160693
38.41251828,35.30869,0.501758501,0.3259467,38.41251828,38.724648,0.501758501,0.41772145
54.63240731,52.653713,1.301167112,1.2292883,54.63240731,60.12903,1.301167112,1.1996653
11.38334579,17.164625,2.058499317,2.0336223,11.38334579,13.463621,2.058499317,1.8687677
0.0,0.0,-0.142812956,-0.03224665,0.0,2.7053866,-0.142812956,0.055463433
1.40959558,3.8302813,1.370103771,1.4153767,1.40959558,3.050816,1.370103771,1.3343487
2.547971795,3.605843,1.531802956,1.493655,2.547971795,1.9157898,1.531802956,1.37608
79.30639259,72.43889,0.820945045,0.7416077,79.30639259,87.76516,0.820945045,0.8304785
69.0890435,63.388523,0.366586769,0.24790579,69.0890435,79.17032,0.366586769,0.39140534
0.695297498,1.7174749,0.650583556,0.95043,0.695297498,2.8942106,0.650583556,1.1024878
0.359225753,0.0,-0.083041947,-0.034576893,0.359225753,0.0,-0.083041947,-0.013520598
83.68183531,76.96469,0.820945045,0.72049564,83.68183531,81.83767,0.820945045,0.87222475
6.010382761,15.253122,0.315171704,0.31871635,6.010382761,13.952994,0.315171704,0.37476277
1.720185042,5.436377,-0.142812956,-0.061082244,1.720185042,3.152663,-0.142812956,0.053137153
44.26066466,51.268597,0.142812956,0.03379509,44.26066466,49.879787,0.142812956,0.29949856
59.93143231,58.99007,0.501758501,0.397965,59.93143231,57.408363,0.501758501,0.56398976
17.35228888,19.176088,0.559297578,0.4494437,17.35228888,22.336212,0.559297578,0.48080236
28.52881836,31.835825,1.17989059,1.2333817,28.52881836,30.730158,1.17989059,1.200969
28.29509241,23.496067,1.099959936,0.8380237,28.29509241,31.742863,1.099959936,0.9356374
2.899493403,2.4714139,1.407197088,1.0357368,2.899493403,0.0,1.407197088,1.0574772
51.23480839,51.560875,1.17989059,1.2148523,51.23480839,49.475544,1.17989059,1.2090888
73.26731184,69.69368,0.0,-0.12069368,73.26731184,85.389015,0.0,0.013261646
0.0,0.0,1.882001124,1.5968158,0.0,2.0562181,1.882001124,1.4592552
47.66948987,46.744507,0.5302345,0.38918138,47.66948987,47.830544,0.5302345,0.4461305
2.917168593,4.940289,0.215535446,0.34368062,2.917168593,5.2182016,0.215535446,0.5024127
19.31180946,19.103762,-0.240111033,-0.24620397,19.31180946,19.990171,-0.240111033,-0.12010074
9.3964628,10.405938,1.743657522,1.8073859,9.3964628,10.112862,1.743657522,1.7840998
44.50757189,44.18155,1.301167112,1.331398,44.50757189,47.265224,1.301167112,1.2586739
50.89816476,41.6667,1.446325365,1.4480596,50.89816476,52.42285,1.446325365,1.3491564
1.71151259,7.426157,0.820945045,0.6060979,1.71151259,2.5505176,0.820945045,0.777052
2.68757234,0.0,0.589002233,0.472027,2.68757234,3.2106912,0.589002233,0.5757395
0.960810012,7.478666,1.487753909,1.0930443,0.960810012,1.5984702,1.487753909,1.1768494
42.68363634,43.407536,0.559297578,0.6089106,42.68363634,46.380608,0.559297578,0.68254095
4.677881799,5.5055265,0.559297578,0.4191811,4.677881799,0.0,0.559297578,0.456012
3.747141461,2.4617283,1.17989059,1.095017,3.747141461,8.35472,1.17989059,1.0304332
31.17955703,28.76108,0.023690626,-0.12474707,31.17955703,34.229366,0.023690626,0.07944015
14.81646107,14.844305,-0.166908496,-0.23288767,14.81646107,14.9772,-0.166908496,-0.039769292
24.66006055,20.46023,0.559297578,0.58730775,24.66006055,22.83247,0.559297578,0.67617506
36.55522639,40.480824,0.619408639,0.4211583,36.55522639,37.38728,0.619408639,0.4849056
43.47281583,46.09945,0.473819986,0.46138883,43.47281583,39.9343,0.473819986,0.51588947
0.0,1.043454,0.858676701,0.7749961,0.0,0.0,0.858676701,0.8447042
3.074693717,8.567178,1.238109014,1.2010381,3.074693717,0.0,1.238109014,1.1628587
5.429390182,6.231906,0.446373616,0.62631375,5.429390182,9.151808,0.446373616,0.6433324
70.24905586,63.81839,1.446325365,1.4291646,70.24905586,78.09431,1.446325365,1.3710308
38.1181996,44.396973,0.858676701,0.84843594,38.1181996,43.22526,0.858676701,0.94613844
26.7561311,19.510765,-0.166908496,-0.33146358,26.7561311,19.20851,-0.166908496,-0.19950804
35.72058232,32.151546,1.125722444,1.0959587,35.72058232,36.531048,1.125722444,1.1132016
32.25917309,30.913282,1.301167112,1.1685317,32.25917309,34.38708,1.301167112,1.0848324
13.45243807,10.564256,3.134624572,2.8694806,13.45243807,11.385108,3.134624572,2.649887
72.98033012,73.891464,0.589002233,0.46210927,72.98033012,74.7265,0.589002233,0.67021865
72.8784855,62.98141,0.118834511,-0.058436185,72.8784855,78.06107,0.118834511,0.10591835
0.0,5.971662,3.134624572,2.8603354,0.0,5.928919,3.134624572,2.6845803
9.795326165,10.70092,1.238109014,1.4811122,9.795326165,15.351318,1.238109014,1.469224
22.894141,31.73585,0.682601444,0.8478524,22.894141,25.274721,0.682601444,0.9500424
27.15198165,26.683794,0.240111033,0.21192151,27.15198165,28.186459,0.240111033,0.31933284
14.44407911,18.170671,0.0,0.11864674,14.44407911,16.02948,0.0,0.19677806
93.10117477,95.64199,1.17989059,1.1367805,93.10117477,100.27433,1.17989059,1.1620879
67.97015702,67.38263,0.191142101,0.07344124,67.97015702,72.56176,0.191142101,0.18074375
9.794715203,10.978811,1.301167112,1.179733,9.794715203,16.307652,1.301167112,1.0010104
2.902396599,15.718104,0.501758501,0.41122723,2.902396599,4.3310156,0.501758501,0.5390621
38.5633346,37.75374,2.058499317,2.4310465,38.5633346,34.531437,2.058499317,1.9502454
2.658633939,5.5351143,0.118834511,0.08437359,2.658633939,2.0810187,0.118834511,0.17418683
10.4860128,13.1564,2.304684113,2.8728766,10.4860128,7.930001,2.304684113,2.6182132
77.66498135,74.93695,0.820945045,0.7317527,77.66498135,76.47439,0.820945045,0.8130999
89.5987779,87.40397,0.501758501,0.34010202,89.5987779,92.24486,0.501758501,0.42749244
40.31664678,45.61133,1.301167112,1.2431862,40.31664678,51.19473,1.301167112,1.1763916
15.06136862,15.146652,1.301167112,1.2858818,15.06136862,14.1410265,1.301167112,1.2299235
7.371601311,6.1645494,0.5302345,0.5541269,7.371601311,6.8806763,0.5302345,0.6288944
38.37909694,36.254482,0.191142101,0.13579673,38.37909694,41.59408,0.191142101,0.19324464
9.070205476,6.7973785,1.238109014,1.2530642,9.070205476,7.424813,1.238109014,1.2783682
80.9780499,82.31756,0.392793996,0.21619433,80.9780499,82.52725,0.392793996,0.45743597
9.973367678,9.417425,3.134624572,3.0490618,9.973367678,14.93125,3.134624572,2.9099822
50.58160419,47.70963,0.749510758,0.04762718,50.58160419,52.934555,0.749510758,0.12266827
0.929191796,4.743444,1.238109014,1.141022,0.929191796,4.4106994,1.238109014,1.2441146
32.33228249,29.523737,0.559297578,0.5224508,32.33228249,35.89017,0.559297578,0.50831664
49.15752148,52.080563,1.370103771,1.2895129,49.15752148,53.555782,1.370103771,1.1503851
50.10376029,60.026672,1.238109014,1.0761564,50.10376029,54.442783,1.238109014,1.1127784
56.60877307,65.81553,1.027207628,1.1229434,56.60877307,70.89574,1.027207628,1.1488166
23.70536277,17.65653,0.142812956,-0.1573183,23.70536277,24.59244,0.142812956,0.2797814
37.52076416,36.901207,3.134624572,2.7410738,37.52076416,42.14989,3.134624572,2.584557
2.534585496,0.0,0.419377753,0.37740523,2.534585496,0.0,0.419377753,0.4422477
5.094725505,2.953621,1.238109014,1.2407756,5.094725505,7.569731,1.238109014,1.2389765
0.868429678,1.7777519,0.589002233,0.5857404,0.868429678,2.1518517,0.589002233,0.64881545
68.57486471,76.025894,0.191142101,-0.024065018,68.57486471,63.78537,0.191142101,0.17242849
47.2768797,37.311207,1.074990526,1.1371696,47.2768797,47.431362,1.074990526,1.1546278
38.83428513,33.22669,-0.191142101,-0.18740574,38.83428513,40.466087,-0.191142101,-0.072968304
34.22871308,30.03136,0.784603173,0.60813814,34.22871308,37.652527,0.784603173,0.78461283
